,index,acc1,acc2,acc3,acc4,duration,trip_id,utcdate
3323,492299,,,,,492299,29,2021-11-24
3324,492301,1;23;0,1;19;1,-1;18;3,-6;14;6,492301,29,2021-11-24
3325,492570,,,,,492570,29,2021-11-24
3326,492599,0;7;4,-2;16;0,-1;29;0,-6;24;2,492599,29,2021-11-24
3327,492861,,,,,492861,29,2021-11-24
3328,492864,-6;24;1,2;19;-2,-3;23;1,0;14;13,492864,29,2021-11-24
3329,493136,,,,,493136,29,2021-11-24
3330,493139,0;17;3,-10;9;0,-9;18;-7,-4;26;2,493139,29,2021-11-24
3331,493413,,,,,493413,29,2021-11-24
3332,493415,-4;22;2,-6;23;4,-7;18;-4,-6;18;5,493415,29,2021-11-24
3333,493689,,,,,493689,29,2021-11-24
3334,493692,-6;24;-2,-9;23;0,-9;19;-1,-1;22;2,493692,29,2021-11-24
3335,493975,,,,,493975,29,2021-11-24
3336,493978,-7;15;2,-8;21;-5,0;18;-1,-5;19;0,493978,29,2021-11-24
3337,494251,,,,,494251,29,2021-11-24
3338,494254,-7;18;7,-6;19;0,-6;16;-1,-3;23;-4,494254,29,2021-11-24
3339,494525,,,,,494525,29,2021-11-24
3340,494528,-3;12;-3,-4;24;-9,-5;19;-6,-6;19;-1,494528,29,2021-11-24
3341,494800,,,,,494800,29,2021-11-24
3342,494803,-5;10;3,-7;9;0,-6;15;4,2;9;7,494803,29,2021-11-24
3343,495114,,,,,495114,29,2021-11-24
3344,495116,6;13;5,1;7;9,-5;7;4,0;4;4,495116,29,2021-11-24
3345,495382,,,,,495382,29,2021-11-24
3346,495385,1;-7;4,1;-5;3,2;0;-4,9;0;-4,495385,29,2021-11-24
3347,495670,,,,,495670,29,2021-11-24
3348,495673,6;-4;-3,3;-2;2,3;-2;-1,9;-7;0,495673,29,2021-11-24
3349,495939,,,,,495939,29,2021-11-24
3350,495942,-1;8;5,0;8;5,0;-7;0,8;0;-1,495942,29,2021-11-24
3351,496210,,,,,496210,29,2021-11-24
3352,496219,7;-7;0,14;-4;2,3;-14;0,6;-5;8,496219,29,2021-11-24
3353,496498,,,,,496498,29,2021-11-24
3354,496501,7;12;2,5;-10;2,4;-5;4,15;-22;-2,496501,29,2021-11-24
3355,496765,,,,,496765,29,2021-11-24
3356,496773,15;-7;-10,15;-7;1,7;-4;13,0;-23;13,496773,29,2021-11-24
3357,497040,,,,,497040,29,2021-11-24
3358,497043,12;-11;4,17;-23;6,10;-26;0,17;-10;-1,497043,29,2021-11-24
3359,497315,,,,,497315,29,2021-11-24
3360,497324,13;-28;1,9;-29;-1,13;-30;2,8;-29;1,497324,29,2021-11-24
3361,497591,,,,,497591,29,2021-11-24
3362,497594,12;-32;1,14;-32;0,11;-31;1,10;-32;-2,497594,29,2021-11-24
3363,497860,,,,,497860,29,2021-11-24
3364,497863,10;-35;2,9;-30;3,11;-21;0,9;-24;0,497863,29,2021-11-24
3365,498142,,,,,498142,29,2021-11-24
3366,498144,6;-25;3,11;-29;1,-7;-12;2,12;-29;6,498144,29,2021-11-24
3367,498410,,,,,498410,29,2021-11-24
3368,498413,9;-40;2,6;-27;-1,3;-32;2,1;-28;-7,498413,29,2021-11-24
3369,498686,,,,,498686,29,2021-11-24
3370,498690,9;-38;-20,9;-37;-6,6;-33;2,-2;-27;24,498690,29,2021-11-24
3371,498961,,,,,498961,29,2021-11-24
3372,498964,1;-12;9,0;-21;-2,0;-33;-4,10;-38;-23,498964,29,2021-11-24
3373,499236,,,,,499236,29,2021-11-24
3374,499239,7;-37;-16,1;-27;8,-9;-18;-19,2;-29;-14,499239,29,2021-11-24
3375,499507,,,,,499507,29,2021-11-24
3376,499509,6;-27;5,0;-32;-5,1;-24;-3,2;-31;-2,499509,29,2021-11-24
3377,499789,,,,,499789,29,2021-11-24
3378,499792,0;-34;-5,3;-31;-1,3;-37;-6,2;-30;-7,499792,29,2021-11-24
3379,500062,,,,,500062,29,2021-11-24
3380,500065,1;-28;3,1;-22;1,2;-28;1,-4;-22;-4,500065,29,2021-11-24
3381,500335,,,,,500335,29,2021-11-24
3382,500338,4;-10;-4,-5;-7;4,-7;-6;-3,-6;-7;0,500338,29,2021-11-24
3383,500603,,,,,500603,29,2021-11-24
3384,500605,-2;-4;-4,-4;0;2,-7;0;2,-1;-2;3,500605,29,2021-11-24
3385,500882,,,,,500882,29,2021-11-24
3386,500885,0;2;-3,-2;-3;-9,-3;-3;-2,-4;2;2,500885,29,2021-11-24
3387,501152,,,,,501152,29,2021-11-24
3388,501155,0;-7;3,0;0;-8,-3;-3;-4,-3;-2;-5,501155,29,2021-11-24
3389,501421,,,,,501421,29,2021-11-24
3390,501428,0;-6;0,-6;-10;-2,-7;3;1,-6;-8;4,501428,29,2021-11-24
3391,501695,,,,,501695,29,2021-11-24
3392,501698,-2;-5;1,-2;-5;-16,-3;-7;-4,1;-8;-2,501698,29,2021-11-24
3393,501964,,,,,501964,29,2021-11-24
3394,501972,3;-13;0,0;-2;-6,1;-1;0,1;0;6,501972,29,2021-11-24
3395,502240,,,,,502240,29,2021-11-24
3396,502243,-4;-8;2,-1;-6;1,3;-6;0,0;2;-1,502243,29,2021-11-24
3397,502509,,,,,502509,29,2021-11-24
3398,502516,-1;0;-4,3;-1;-1,3;0;0,4;-8;-1,502516,29,2021-11-24
3399,502784,,,,,502784,29,2021-11-24
3400,502787,2;0;2,4;-7;1,5;-1;-2,4;-3;2,502787,29,2021-11-24
3401,503059,,,,,503059,29,2021-11-24
3402,503062,3;1;0,2;0;-2,6;-2;3,3;3;0,503062,29,2021-11-24
3403,503335,,,,,503335,29,2021-11-24
3404,503337,1;-3;0,7;-1;4,3;-1;3,5;4;2,503337,29,2021-11-24
3405,503610,,,,,503610,29,2021-11-24
3406,503613,4;0;0,5;0;3,-1;-7;5,6;-3;3,503613,29,2021-11-24
3407,503884,,,,,503884,29,2021-11-24
3408,503887,2;-2;9,4;-6;9,4;-3;2,3;-3;2,503887,29,2021-11-24
3409,504160,,,,,504160,29,2021-11-24
3410,504163,6;-2;1,6;-6;2,5;-4;3,5;-3;0,504163,29,2021-11-24
3411,504446,,,,,504446,29,2021-11-24
3412,504450,3;-3;2,4;-5;5,3;-2;7,4;-3;1,504450,29,2021-11-24
3413,504711,,,,,504711,29,2021-11-24
3414,504713,4;-2;0,4;-2;2,6;-1;0,5;-2;2,504713,29,2021-11-24
3415,504990,,,,,504990,29,2021-11-24
3416,504993,5;-1;0,7;-5;-2,4;1;4,8;0;8,504993,29,2021-11-24
3417,505261,,,,,505261,29,2021-11-24
3418,505264,6;-2;3,4;-6;5,8;-1;2,1;-5;4,505264,29,2021-11-24
3419,505538,,,,,505538,29,2021-11-24
3420,505546,5;-2;0,8;0;-5,3;-2;1,5;-1;-1,505546,29,2021-11-24
3421,505811,,,,,505811,29,2021-11-24
3422,505815,8;0;0,9;4;0,5;-2;-1,6;-1;0,505815,29,2021-11-24
3423,506089,,,,,506089,29,2021-11-24
3424,506096,5;0;2,5;-3;0,8;3;0,2;-5;3,506096,29,2021-11-24
3425,506361,,,,,506361,29,2021-11-24
3426,506364,9;-6;4,4;-3;1,4;0;0,8;0;-3,506364,29,2021-11-24
3427,506638,,,,,506638,29,2021-11-24
3428,506641,5;1;1,5;-4;-1,6;1;4,5;-4;7,506641,29,2021-11-24
3429,506913,,,,,506913,29,2021-11-24
3430,506915,9;1;3,10;-5;4,3;-4;6,3;-7;0,506915,29,2021-11-24
3431,507183,,,,,507183,29,2021-11-24
3432,507186,5;0;5,7;3;2,5;4;0,10;3;0,507186,29,2021-11-24
3433,507460,,,,,507460,29,2021-11-24
3434,507463,13;4;3,11;4;-8,5;-2;-3,3;-1;-6,507463,29,2021-11-24
3435,507732,,,,,507732,29,2021-11-24
3436,507736,3;17;10,1;12;11,9;-3;0,0;0;-2,507736,29,2021-11-24
3437,508007,,,,,508007,29,2021-11-24
3438,508010,2;8;0,2;3;-3,7;1;0,8;10;10,508010,29,2021-11-24
3439,508279,,,,,508279,29,2021-11-24
3440,508281,14;16;3,7;7;14,5;2;4,8;8;4,508281,29,2021-11-24
3441,508546,,,,,508546,29,2021-11-24
3442,508553,1;-4;0,13;1;4,7;3;1,6;-7;1,508553,29,2021-11-24
3443,508821,,,,,508821,29,2021-11-24
3444,508824,8;-2;-3,4;-13;7,23;0;23,16;1;10,508824,29,2021-11-24
3445,509090,,,,,509090,29,2021-11-24
3446,509099,9;7;3,6;-13;-4,7;7;14,9;-5;1,509099,29,2021-11-24
3447,509365,,,,,509365,29,2021-11-24
3448,509368,12;-1;1,-3;-3;10,10;-2;0,14;1;0,509368,29,2021-11-24
3449,509641,,,,,509641,29,2021-11-24
3450,509648,10;-6;3,19;6;16,14;0;10,12;2;6,509648,29,2021-11-24
3451,509916,,,,,509916,29,2021-11-24
3452,509919,13;-9;10,7;0;4,4;-3;1,8;0;11,509919,29,2021-11-24
3453,510185,,,,,510185,29,2021-11-24
3454,510187,10;1;8,7;2;2,12;1;8,8;6;2,510187,29,2021-11-24
3455,510460,,,,,510460,29,2021-11-24
3456,510464,6;5;4,1;2;3,12;-6;-1,4;-8;0,510464,29,2021-11-24
3457,510732,,,,,510732,29,2021-11-24
3458,510735,5;0;0,9;-6;-4,12;0;1,8;-3;3,510735,29,2021-11-24
3459,511012,,,,,511012,29,2021-11-24
3460,511014,6;2;1,7;-6;1,14;-5;-1,6;-2;-2,511014,29,2021-11-24
3461,511280,,,,,511280,29,2021-11-24
3462,511283,6;1;3,15;2;0,7;0;2,10;5;8,511283,29,2021-11-24
3463,511560,,,,,511560,29,2021-11-24
3464,511563,9;4;5,6;-5;4,7;-5;3,10;-1;0,511563,29,2021-11-24
3465,511838,,,,,511838,29,2021-11-24
3466,511841,7;-3;9,5;1;4,8;-3;8,12;-2;6,511841,29,2021-11-24
3467,512128,,,,,512128,29,2021-11-24
3468,512131,13;0;14,14;-6;14,6;3;7,18;-2;4,512131,29,2021-11-24
3469,512399,,,,,512399,29,2021-11-24
3470,512402,15;-1;1,16;-11;6,20;1;11,16;3;4,512402,29,2021-11-24
3471,512674,,,,,512674,29,2021-11-24
3472,512684,17;1;8,14;1;11,20;3;3,16;5;3,512684,29,2021-11-24
3473,512950,,,,,512950,29,2021-11-24
3474,512953,17;4;10,17;-4;6,15;1;0,18;2;6,512953,29,2021-11-24
3475,513219,,,,,513219,29,2021-11-24
3476,513226,17;0;7,19;0;2,20;2;0,17;0;1,513226,29,2021-11-24
3477,513490,,,,,513490,29,2021-11-24
3478,513494,24;-2;-1,20;-1;7,19;-4;0,23;1;5,513494,29,2021-11-24
3479,513757,,,,,513757,29,2021-11-24
3480,513760,25;-5;8,21;3;6,23;0;7,19;0;6,513760,29,2021-11-24
3481,514033,,,,,514033,29,2021-11-24
3482,514035,23;4;4,21;3;3,17;0;6,18;1;0,514035,29,2021-11-24
3483,514309,,,,,514309,29,2021-11-24
3484,514312,21;4;5,16;7;4,18;6;2,21;3;6,514312,29,2021-11-24
3485,514583,,,,,514583,29,2021-11-24
3486,514585,15;4;5,20;10;10,20;4;5,17;3;1,514585,29,2021-11-24
3487,514857,,,,,514857,29,2021-11-24
3488,514861,18;0;3,21;1;5,17;2;6,17;0;5,514861,29,2021-11-24
3489,515134,,,,,515134,29,2021-11-24
3490,515136,25;4;6,21;2;4,24;-1;-1,21;-1;0,515136,29,2021-11-24
3491,515409,,,,,515409,29,2021-11-24
3492,515412,23;-7;0,17;-2;0,23;0;5,17;-5;6,515412,29,2021-11-24
3493,515688,,,,,515688,29,2021-11-24
3494,515691,15;-3;0,18;-3;4,18;-2;9,21;1;8,515691,29,2021-11-24
3495,515959,,,,,515959,29,2021-11-24
3496,515962,18;0;6,24;2;3,20;0;4,17;2;4,515962,29,2021-11-24
3497,516235,,,,,516235,29,2021-11-24
3498,516243,22;-4;4,15;-1;6,19;2;4,16;-1;6,516243,29,2021-11-24
3499,516509,,,,,516509,29,2021-11-24
3500,516512,18;4;8,18;1;6,21;2;5,15;-2;7,516512,29,2021-11-24
3501,516785,,,,,516785,29,2021-11-24
3502,516792,21;0;4,21;0;3,20;-2;7,19;-1;9,516792,29,2021-11-24
3503,517061,,,,,517061,29,2021-11-24
3504,517063,19;-1;4,17;-4;6,20;-5;6,17;-1;4,517063,29,2021-11-24
3505,517336,,,,,517336,29,2021-11-24
3506,517344,22;-4;6,21;-2;5,19;-2;6,18;0;3,517344,29,2021-11-24
3507,517621,,,,,517621,29,2021-11-24
3508,517624,19;-1;3,21;-5;2,18;-2;4,15;-1;6,517624,29,2021-11-24
3509,517888,,,,,517888,29,2021-11-24
3510,517891,19;0;5,20;-2;2,15;-3;5,15;-3;7,517891,29,2021-11-24
3511,518161,,,,,518161,29,2021-11-24
3512,518164,20;-3;3,19;0;9,20;0;6,17;1;6,518164,29,2021-11-24
3513,518437,,,,,518437,29,2021-11-24
3514,518440,17;-1;3,19;-1;7,19;-5;5,22;-3;8,518440,29,2021-11-24
3515,518712,,,,,518712,29,2021-11-24
3516,518715,19;-3;2,18;-5;5,18;-1;3,20;-5;5,518715,29,2021-11-24
3517,518981,,,,,518981,29,2021-11-24
3518,518984,21;-3;5,21;-3;4,19;-2;8,21;0;7,518984,29,2021-11-24
3519,519257,,,,,519257,29,2021-11-24
3520,519260,25;-4;7,25;-5;4,21;-1;3,24;-5;4,519260,29,2021-11-24
3521,519525,,,,,519525,29,2021-11-24
3522,519528,20;1;6,23;-1;5,24;0;5,23;0;5,519528,29,2021-11-24
3523,519806,,,,,519806,29,2021-11-24
3524,519810,24;-1;4,22;0;6,21;-2;8,24;0;4,519810,29,2021-11-24
3525,520077,,,,,520077,29,2021-11-24
3526,520080,24;-4;7,25;0;7,21;0;7,23;-1;4,520080,29,2021-11-24
3527,520349,,,,,520349,29,2021-11-24
3528,520351,20;0;5,20;3;1,22;1;6,20;0;3,520351,29,2021-11-24
3529,520623,,,,,520623,29,2021-11-24
3530,520626,23;2;4,25;0;6,25;1;2,24;1;7,520626,29,2021-11-24
3531,520897,,,,,520897,29,2021-11-24
3532,520906,26;1;8,28;1;7,23;0;7,25;0;5,520906,29,2021-11-24
3533,521178,,,,,521178,29,2021-11-24
3534,521180,22;0;6,25;0;6,24;1;8,23;3;8,521180,29,2021-11-24
3535,521448,,,,,521448,29,2021-11-24
3536,521456,26;2;4,25;1;6,21;0;6,19;0;3,521456,29,2021-11-24
3537,521730,,,,,521730,29,2021-11-24
3538,521732,16;1;4,13;2;3,10;2;3,6;1;2,521732,29,2021-11-24
3539,521998,,,,,521998,29,2021-11-24
3540,522001,0;3;0,0;2;1,2;2;1,1;1;1,522001,29,2021-11-24
3541,522277,,,,,522277,29,2021-11-24
3542,522280,1;2;2,2;0;3,3;1;0,7;-1;-1,522280,29,2021-11-24
3543,522550,,,,,522550,29,2021-11-24
3544,522552,3;3;3,3;2;2,1;0;1,0;0;2,522552,29,2021-11-24
3545,522823,,,,,522823,29,2021-11-24
3546,522826,1;0;0,-3;0;-1,-1;1;-1,-6;3;2,522826,29,2021-11-24
3547,523099,,,,,523099,29,2021-11-24
3548,523101,-7;4;0,-7;3;0,-7;1;0,-9;0;-1,523101,29,2021-11-24
3549,523373,,,,,523373,29,2021-11-24
3550,523376,-5;6;-5,-7;3;-2,-4;4;0,-6;3;0,523376,29,2021-11-24
3551,523641,,,,,523641,29,2021-11-24
3552,523644,-8;-1;-4,-6;3;-2,-11;4;2,-4;4;0,523644,29,2021-11-24
3553,523918,,,,,523918,29,2021-11-24
3554,523925,-8;3;-1,-6;3;-1,-8;5;-1,-3;2;-1,523925,29,2021-11-24
3555,524205,,,,,524205,29,2021-11-24
3556,524207,-5;3;-2,-5;5;0,-3;0;0,-5;-1;0,524207,29,2021-11-24
3557,524480,,,,,524480,29,2021-11-24
3558,524489,-4;4;2,-4;9;-4,-6;2;0,-3;4;1,524489,29,2021-11-24
3559,524756,,,,,524756,29,2021-11-24
3560,524760,-6;0;-2,-5;3;-1,-4;1;2,-2;2;-2,524760,29,2021-11-24
3561,525030,,,,,525030,29,2021-11-24
3562,525038,-2;2;4,-2;4;-8,-4;0;2,-1;4;0,525038,29,2021-11-24
3563,525307,,,,,525307,29,2021-11-24
3564,525310,-5;5;3,-4;7;2,-5;4;-4,-3;3;-2,525310,29,2021-11-24
3565,525579,,,,,525579,29,2021-11-24
3566,525581,-1;1;-1,-10;8;6,-7;11;3,-8;9;2,525581,29,2021-11-24
3567,525856,,,,,525856,29,2021-11-24
3568,525859,-5;5;0,-1;7;1,0;7;-2,-8;6;-1,525859,29,2021-11-24
3569,526135,,,,,526135,29,2021-11-24
3570,526138,-8;4;-1,-2;5;-2,-1;3;-2,-1;10;3,526138,29,2021-11-24
3571,526408,,,,,526408,29,2021-11-24
3572,526411,-4;7;1,-7;4;2,-1;5;-4,-4;5;-2,526411,29,2021-11-24
3573,526679,,,,,526679,29,2021-11-24
3574,526681,-4;6;3,-4;7;1,-2;6;-4,-4;6;-2,526681,29,2021-11-24
3575,526951,,,,,526951,29,2021-11-24
3576,526954,-2;5;4,-3;3;5,0;3;-2,0;3;-2,526954,29,2021-11-24
3577,527220,,,,,527220,29,2021-11-24
3578,527223,-1;6;1,-1;3;0,4;9;1,1;6;6,527223,29,2021-11-24
3579,527501,,,,,527501,29,2021-11-24
3580,527503,-2;1;3,-1;6;-1,-6;-1;-5,0;0;3,527503,29,2021-11-24
3581,527770,,,,,527770,29,2021-11-24
3582,527773,0;0;-1,-2;3;-1,-5;7;-4,0;6;0,527773,29,2021-11-24
3583,528039,,,,,528039,29,2021-11-24
3584,528048,1;7;-9,-3;-2;-5,6;12;-15,-1;3;0,528048,29,2021-11-24
3585,528309,,,,,528309,29,2021-11-24
3586,528312,-7;4;3,0;-7;2,-10;4;4,-1;-1;0,528312,29,2021-11-24
3587,528580,,,,,528580,29,2021-11-24
3588,528587,-3;-5;3,1;-3;5,0;0;-2,-2;3;-1,528587,29,2021-11-24
3589,528860,,,,,528860,29,2021-11-24
3590,528863,-4;-1;0,-1;-6;0,-5;-4;-3,-1;-1;0,528863,29,2021-11-24
3591,529141,,,,,529141,29,2021-11-24
3592,529149,-4;0;-2,-4;-5;0,-1;0;0,-4;2;-3,529149,29,2021-11-24
3593,529422,,,,,529422,29,2021-11-24
3594,529425,-4;2;-1,-5;-2;-4,-4;-6;-4,-1;7;0,529425,29,2021-11-24
3595,529698,,,,,529698,29,2021-11-24
3596,529700,-2;-1;0,-11;-6;0,2;-2;0,0;1;-6,529700,29,2021-11-24
3597,529973,,,,,529973,29,2021-11-24
3598,529976,-1;1;-3,-5;-3;-7,-5;0;1,-1;0;0,529976,29,2021-11-24
3599,530248,,,,,530248,29,2021-11-24
3600,530250,0;0;-3,-1;2;-3,0;-6;-3,0;-3;0,530250,29,2021-11-24
3601,530598,,,,,530598,29,2021-11-24
3602,530600,0;-4;1,-1;-2;-4,-1;0;-3,-2;-3;-5,530600,29,2021-11-24
3603,530874,,,,,530874,29,2021-11-24
3604,530877,-3;1;0,-1;-3;2,1;-8;2,-1;-2;7,530877,29,2021-11-24
3605,531156,,,,,531156,29,2021-11-24
3606,531159,-3;-2;0,3;-5;0,0;4;-3,-3;-4;-3,531159,29,2021-11-24
3607,531424,,,,,531424,29,2021-11-24
3608,531427,-6;-12;0,-2;-3;0,0;-1;1,-3;-2;1,531427,29,2021-11-24
3609,531693,,,,,531693,29,2021-11-24
3610,531696,3;-1;0,4;0;-4,4;0;-2,4;0;1,531696,29,2021-11-24
3611,531962,,,,,531962,29,2021-11-24
3612,531964,2;0;1,1;-1;1,6;-1;2,4;-2;11,531964,29,2021-11-24
3613,532238,,,,,532238,29,2021-11-24
3614,532241,5;-11;5,9;-4;4,5;-4;0,10;0;-4,532241,29,2021-11-24
3615,532511,,,,,532511,29,2021-11-24
3616,532514,4;-2;-3,7;-3;-2,5;-2;4,8;-2;2,532514,29,2021-11-24
3617,532783,,,,,532783,29,2021-11-24
3618,532945,4;-1;7,1;1;2,5;0;1,6;-4;2,532945,29,2021-11-24
3619,533213,,,,,533213,29,2021-11-24
3620,533216,9;0;-5,5;-1;3,5;0;-3,7;0;-2,533216,29,2021-11-24
3621,533477,,,,,533477,29,2021-11-24
3622,533485,6;3;-2,7;-8;-5,5;6;2,14;3;11,533485,29,2021-11-24
3623,533751,,,,,533751,29,2021-11-24
3624,533754,17;0;1,14;-6;-7,9;1;8,12;0;0,533754,29,2021-11-24
3625,534020,,,,,534020,29,2021-11-24
3626,534023,10;0;1,7;-5;-1,17;1;1,17;0;0,534023,29,2021-11-24
3627,534302,,,,,534302,29,2021-11-24
3628,534304,24;-8;1,0;-8;16,22;0;5,9;-6;3,534304,29,2021-11-24
3629,534578,,,,,534578,29,2021-11-24
3630,534581,20;1;5,22;-2;0,15;3;5,20;0;6,534581,29,2021-11-24
3631,534853,,,,,534853,29,2021-11-24
3632,534856,16;-4;1,21;-3;4,21;-5;11,24;0;12,534856,29,2021-11-24
3633,535140,,,,,535140,29,2021-11-24
3634,535143,11;-1;-2,22;-3;6,24;1;9,19;-5;8,535143,29,2021-11-24
3635,535421,,,,,535421,29,2021-11-24
3636,535425,22;-1;9,23;2;6,30;3;9,27;0;9,535425,29,2021-11-24
3637,535704,,,,,535704,29,2021-11-24
3638,535707,25;0;3,26;2;7,24;3;10,26;-3;7,535707,29,2021-11-24
3639,535984,,,,,535984,29,2021-11-24
3640,535986,22;-3;2,24;1;2,26;0;3,32;0;5,535986,29,2021-11-24
3641,536272,,,,,536272,29,2021-11-24
3642,536275,25;-1;13,26;0;7,28;3;1,30;0;12,536275,29,2021-11-24
3643,536542,,,,,536542,29,2021-11-24
3644,536551,24;-11;11,20;1;12,25;3;3,22;1;5,536551,29,2021-11-24
3645,536817,,,,,536817,29,2021-11-24
3646,536819,25;0;9,27;4;12,28;4;12,25;5;11,536819,29,2021-11-24
3647,537079,,,,,537079,29,2021-11-24
3648,537088,25;4;11,29;3;17,30;0;5,34;0;2,537088,29,2021-11-24
3649,537349,,,,,537349,29,2021-11-24
3650,537352,27;-1;8,32;-1;4,31;-2;0,29;1;4,537352,29,2021-11-24
3651,537618,,,,,537618,29,2021-11-24
3652,537626,27;4;4,29;5;9,25;4;8,30;0;-2,537626,29,2021-11-24
3653,537892,,,,,537892,29,2021-11-24
3654,537895,28;1;3,29;4;3,26;3;11,28;5;7,537895,29,2021-11-24
3655,538164,,,,,538164,29,2021-11-24
3656,538167,23;6;4,26;5;8,26;6;7,22;6;10,538167,29,2021-11-24
3657,538441,,,,,538441,29,2021-11-24
3658,538444,23;9;6,23;12;5,22;12;5,19;17;6,538444,29,2021-11-24
3659,538706,,,,,538706,29,2021-11-24
3660,538710,20;21;2,24;15;3,16;15;6,23;20;1,538710,29,2021-11-24
3661,538982,,,,,538982,29,2021-11-24
3662,538985,20;22;2,17;30;5,20;33;2,18;29;5,538985,29,2021-11-24
3663,539256,,,,,539256,29,2021-11-24
3664,539259,17;30;2,25;34;5,18;29;4,17;36;4,539259,29,2021-11-24
3665,539532,,,,,539532,29,2021-11-24
3666,539535,17;30;6,23;41;-1,13;30;8,12;34;3,539535,29,2021-11-24
3667,539796,,,,,539796,29,2021-11-24
3668,539799,8;35;0,9;47;1,10;44;10,19;45;15,539799,29,2021-11-24
3669,540069,,,,,540069,29,2021-11-24
3670,540072,17;38;23,16;42;10,10;44;5,8;43;-4,540072,29,2021-11-24
3671,540340,,,,,540340,29,2021-11-24
3672,540343,8;40;4,11;43;0,10;35;-10,3;40;-9,540343,29,2021-11-24
3673,540613,,,,,540613,29,2021-11-24
3674,540616,6;28;3,-1;42;-1,0;35;6,-3;39;8,540616,29,2021-11-24
3675,540883,,,,,540883,29,2021-11-24
3676,540887,7;42;5,1;39;-7,-3;34;-4,-2;29;-6,540887,29,2021-11-24
3677,541159,,,,,541159,29,2021-11-24
3678,541167,-3;34;-2,-1;31;-1,-4;30;-2,-2;25;-3,541167,29,2021-11-24
3679,541435,,,,,541435,29,2021-11-24
3680,541438,-8;26;-1,-3;16;-8,-5;20;-11,-7;19;9,541438,29,2021-11-24
3681,541710,,,,,541710,29,2021-11-24
3682,541717,-9;10;0,-8;10;-2,-9;12;-2,-5;4;-5,541717,29,2021-11-24
3683,541988,,,,,541988,29,2021-11-24
3684,541991,-7;2;-6,-12;4;-5,-12;5;-6,-10;5;0,541991,29,2021-11-24
3685,542260,,,,,542260,29,2021-11-24
3686,542268,-12;9;-2,-10;4;0,-12;8;-8,-5;5;-9,542268,29,2021-11-24
3687,542535,,,,,542535,29,2021-11-24
3688,542538,-7;8;-4,-4;8;-3,-5;1;4,-3;4;-4,542538,29,2021-11-24
3689,542807,,,,,542807,29,2021-11-24
3690,542810,-1;1;-1,-4;3;-1,-4;6;-4,-2;12;-6,542810,29,2021-11-24
3691,543080,,,,,543080,29,2021-11-24
3692,543082,-4;3;0,-6;3;-5,-4;2;-5,-5;2;-2,543082,29,2021-11-24
3693,543348,,,,,543348,29,2021-11-24
3694,543351,1;0;0,-1;4;3,1;2;-5,-5;6;-2,543351,29,2021-11-24
3695,543630,,,,,543630,29,2021-11-24
3696,543632,-3;-3;0,-2;4;0,0;0;-3,-3;-3;-2,543632,29,2021-11-24
3697,543898,,,,,543898,29,2021-11-24
3698,543901,-4;2;-9,-3;-5;-3,-2;0;-5,-7;-1;0,543901,29,2021-11-24
3699,544175,,,,,544175,29,2021-11-24
3700,544178,-2;1;-5,-7;0;-2,0;1;-1,-8;-2;3,544178,29,2021-11-24
3701,544446,,,,,544446,29,2021-11-24
3702,544449,-7;-5;5,-7;1;-1,3;-6;-1,-1;-9;1,544449,29,2021-11-24
3703,544724,,,,,544724,29,2021-11-24
3704,544727,0;2;0,-3;-3;0,1;-2;-3,3;0;-3,544727,29,2021-11-24
3705,544996,,,,,544996,29,2021-11-24
3706,544998,-1;1;-1,0;3;-6,5;1;-5,5;1;0,544998,29,2021-11-24
3707,545267,,,,,545267,29,2021-11-24
3708,545270,0;9;-3,4;2;3,1;3;1,6;-2;0,545270,29,2021-11-24
3709,545539,,,,,545539,29,2021-11-24
3710,545542,6;1;2,6;0;-1,4;3;-4,1;7;0,545542,29,2021-11-24
3711,545814,,,,,545814,29,2021-11-24
3712,545822,7;2;-5,6;5;3,7;2;-1,9;0;0,545822,29,2021-11-24
3713,546088,,,,,546088,29,2021-11-24
3714,546092,4;-2;3,8;0;1,12;0;1,3;-2;1,546092,29,2021-11-24
3715,546358,,,,,546358,29,2021-11-24
3716,546365,15;-1;5,11;6;2,12;-4;5,10;-3;0,546365,29,2021-11-24
3717,546632,,,,,546632,29,2021-11-24
3718,546635,8;2;6,9;3;5,9;-3;5,11;7;3,546635,29,2021-11-24
3719,546902,,,,,546902,29,2021-11-24
3720,546905,12;1;5,9;0;0,13;-1;0,8;0;-2,546905,29,2021-11-24
3721,547177,,,,,547177,29,2021-11-24
3722,547180,9;-1;1,8;1;2,12;-1;0,11;-3;4,547180,29,2021-11-24
3723,547452,,,,,547452,29,2021-11-24
3724,547456,6;-2;4,15;-1;3,8;0;6,13;-4;7,547456,29,2021-11-24
3725,547735,,,,,547735,29,2021-11-24
3726,547738,14;-3;4,9;-2;2,6;-2;3,11;-4;6,547738,29,2021-11-24
3727,548003,,,,,548003,29,2021-11-24
3728,548006,16;-5;3,19;-2;8,10;0;0,9;1;0,548006,29,2021-11-24
3729,548284,,,,,548284,29,2021-11-24
3730,548287,14;-1;1,14;-1;4,14;-5;0,13;-2;0,548287,29,2021-11-24
3731,548560,,,,,548560,29,2021-11-24
3732,548563,9;-2;5,14;-4;1,11;3;5,12;-3;5,548563,29,2021-11-24
3733,548834,,,,,548834,29,2021-11-24
3734,548837,7;-2;3,9;-3;1,10;-3;4,11;0;0,548837,29,2021-11-24
3735,549099,,,,,549099,29,2021-11-24
